doc_id,title,field,extracted_value,evidence,manual_correct,comment
13,Forecasting Scientific Progress with Artificial Intelligence,system_names,CUSP,"Forecasting Scientific Progress with Artificial Intelligence. | Artificial intelligence (AI) is increasingly embedded in scientific discovery, yet whether it can anticipate scientific progress remains unclear. | To study this question, we introduce a temporally grounded evaluation framework for forecasting scientific progress under controlled knowledge constraints.",1,Supported by title/abstract evidence.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,methods,large language models; benchmarking,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",1,Supported by title/abstract evidence.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,metrics,accuracy,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",1,Supported by title/abstract evidence.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,tfidf_keyphrases,forecasting; tail; capable; the; capability--accuracy; inverse; outputs.; relationship,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",1,Supported by title/abstract evidence.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,application_domains,finance,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",1,Supported by title/abstract evidence.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,sustainability_points,computing efficiency,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",0,False positive: the abstract does not discuss computing efficiency.
14,Is Capability a Liability? More Capable Language Models Make Worse Forecasts When It Matters Most,system_names,COVID-19; LLM; SIR,"More Capable Language Models Make Worse Forecasts When It Matters Most. | We document inverse scaling in LLMs on forecasting problems whose underlying time series exhibit superlinear growth and tail risk of regime change, a structure common in finance and epidemiology. | On these tasks, more capable models produce worse distributional forecasts.",1,Supported by title/abstract evidence.
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,methods,large language models; benchmarking,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",1,Supported by title/abstract evidence.
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,metrics,accuracy,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",0,"False positive: the abstract discusses quality evaluation, not an explicit accuracy metric."
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,tfidf_keyphrases,agents; spreadsheet; workflows; reflect; end-to-end; comprising; financial; professional,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",1,Supported by title/abstract evidence.
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,application_domains,finance,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",1,Supported by title/abstract evidence.
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,sustainability_points,human/social impact,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",1,Supported by title/abstract evidence.
15,WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance,system_names,LLM,"WorkstreamBench: Evaluating LLM Agents on End-to-End Spreadsheet Tasks in Finance. | LLM agents are increasingly expected to carry out end-to-end workflows, producing complete artifacts from high-level user instructions. | To meet enterprise needs, frontier AI labs have developed agents that can construct entire spreadsheets from scratch.",1,Supported by title/abstract evidence.
16,Claw AI Lab: An Autonomous Multi-Agent Research Team,research_tasks,autonomous agents,"Claw AI Lab: An Autonomous Multi-Agent Research Team. | We present Claw AI Lab, a lab-native autonomous research platform that advances automated research from a hidden prompt-to-paper pipeline into an interactive AI laboratory. | Rather than centering the system around a single agent or a fixed serial workflow, we allow users to instantiate a full research team from one prompt, with customizable roles, collaborative workflows, real-time monitoring, artifact inspection, and rollback/resume control through a unified dashboard.",1,Supported by title/abstract evidence.
16,Claw AI Lab: An Autonomous Multi-Agent Research Team,tfidf_keyphrases,research; claw; lab; autonomous; result; and; platform; interactive,"Claw AI Lab: An Autonomous Multi-Agent Research Team. | We present Claw AI Lab, a lab-native autonomous research platform that advances automated research from a hidden prompt-to-paper pipeline into an interactive AI laboratory. | Rather than centering the system around a single agent or a fixed serial workflow, we allow users to instantiate a full research team from one prompt, with customizable roles, collaborative workflows, real-time monitoring, artifact inspection, and rollback/resume control through a unified dashboard.",1,Supported by title/abstract evidence.
16,Claw AI Lab: An Autonomous Multi-Agent Research Team,application_domains,software; science,"Claw AI Lab: An Autonomous Multi-Agent Research Team. | We present Claw AI Lab, a lab-native autonomous research platform that advances automated research from a hidden prompt-to-paper pipeline into an interactive AI laboratory. | Rather than centering the system around a single agent or a fixed serial workflow, we allow users to instantiate a full research team from one prompt, with customizable roles, collaborative workflows, real-time monitoring, artifact inspection, and rollback/resume control through a unified dashboard.",1,Supported by title/abstract evidence.
16,Claw AI Lab: An Autonomous Multi-Agent Research Team,sustainability_points,safety/robustness,"Claw AI Lab: An Autonomous Multi-Agent Research Team. | We present Claw AI Lab, a lab-native autonomous research platform that advances automated research from a hidden prompt-to-paper pipeline into an interactive AI laboratory. | Rather than centering the system around a single agent or a fixed serial workflow, we allow users to instantiate a full research team from one prompt, with customizable roles, collaborative workflows, real-time monitoring, artifact inspection, and rollback/resume control through a unified dashboard.",1,Supported by title/abstract evidence.
17,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,research_tasks,planning,"AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters. | Text-to-image (T2I) systems increasingly rely on upstream prompters, either humans or multimodal large language models (MLLMs), to translate user intent into detailed prompts. | Yet current benchmarks fix the prompt and only evaluate T2I models, leaving the prompting proficiency of this upstream component entirely unmeasured.",0,False positive: T2I prompt evaluation is not a planning task.
17,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,methods,large language models; prompting; benchmarking,"AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters. | Text-to-image (T2I) systems increasingly rely on upstream prompters, either humans or multimodal large language models (MLLMs), to translate user intent into detailed prompts. | Yet current benchmarks fix the prompt and only evaluate T2I models, leaving the prompting proficiency of this upstream component entirely unmeasured.",1,Supported by title/abstract evidence.
17,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,tfidf_keyphrases,ateliereval; t2i; humans; proficiency; prompters.; text-to-image; upstream; human,"AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters. | Text-to-image (T2I) systems increasingly rely on upstream prompters, either humans or multimodal large language models (MLLMs), to translate user intent into detailed prompts. | Yet current benchmarks fix the prompt and only evaluate T2I models, leaving the prompting proficiency of this upstream component entirely unmeasured.",1,Supported by title/abstract evidence.
17,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,sustainability_points,human/social impact,"AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters. | Text-to-image (T2I) systems increasingly rely on upstream prompters, either humans or multimodal large language models (MLLMs), to translate user intent into detailed prompts. | Yet current benchmarks fix the prompt and only evaluate T2I models, leaving the prompting proficiency of this upstream component entirely unmeasured.",1,Supported by title/abstract evidence.
17,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,system_names,T2I,"AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters. | Text-to-image (T2I) systems increasingly rely on upstream prompters, either humans or multimodal large language models (MLLMs), to translate user intent into detailed prompts. | Yet current benchmarks fix the prompt and only evaluate T2I models, leaving the prompting proficiency of this upstream component entirely unmeasured.",1,Supported by title/abstract evidence.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,research_tasks,reinforcement learning,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",1,Supported by title/abstract evidence.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,methods,large language models; fine-tuning; prompting; benchmarking,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",1,Supported by title/abstract evidence.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,metrics,pass@k,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",1,Supported by title/abstract evidence.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,tfidf_keyphrases,spreadsheet; spreadsheet-rl; excel; domain-spreadsheet; gym; microsoft; designed; tasks,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",1,Supported by title/abstract evidence.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,application_domains,finance,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",0,False positive: the abstract does not clearly limit the task to finance.
18,Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning,system_names,AI-; LLM-,"Spreadsheet-RL: Advancing Large Language Model Agents on Realistic Spreadsheet Tasks via Reinforcement Learning. | Spreadsheet systems (e.g., Microsoft Excel, Google Sheets) play a central role in modern data-centric workflows. | As AI agents grow increasingly capable of automating complex tasks, such as controlling computers and generating presentations, building an AI-driven spreadsheet agent has emerged as a promising research direction.",0,False positive: AI-/LLM- are truncated tokens.
19,Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents,research_tasks,reasoning,"Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents. | Persuasive dialogue requires reasoning about others' latent mental states, a capability known as Theory of Mind (ToM). | However, due to reliance on simple prompting strategies and insufficient ToM knowledge, existing LLMs often fail to capture the intrinsic dependencies among mental states, leading to fragmented representations and unstable reasoning.",1,Supported by title/abstract evidence.
19,Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents,methods,large language models; prompting,"Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents. | Persuasive dialogue requires reasoning about others' latent mental states, a capability known as Theory of Mind (ToM). | However, due to reliance on simple prompting strategies and insufficient ToM knowledge, existing LLMs often fail to capture the intrinsic dependencies among mental states, leading to fragmented representations and unstable reasoning.",1,Supported by title/abstract evidence.
19,Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents,tfidf_keyphrases,persuasive; mental; states; desires; knowledge-enhanced; speak; think; thrice,"Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents. | Persuasive dialogue requires reasoning about others' latent mental states, a capability known as Theory of Mind (ToM). | However, due to reliance on simple prompting strategies and insufficient ToM knowledge, existing LLMs often fail to capture the intrinsic dependencies among mental states, leading to fragmented representations and unstable reasoning.",1,Supported by title/abstract evidence.
19,Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents,system_names,BDI; BPD; GPT-5; TTBYS,"Think Thrice Before You Speak: Dual knowledge-enhanced Theory-of-Mind Reasoning for Persuasive Agents. | Persuasive dialogue requires reasoning about others' latent mental states, a capability known as Theory of Mind (ToM). | However, due to reliance on simple prompting strategies and insufficient ToM knowledge, existing LLMs often fail to capture the intrinsic dependencies among mental states, leading to fragmented representations and unstable reasoning.",1,Supported by title/abstract evidence.
20,TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks,methods,benchmarking,"TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks. | We introduce TerminalWorld, a scalable data engine that automatically reverse-engineers high-fidelity evaluation tasks from ""in-the-wild"" terminal recordings. | Processing 80,870 terminal recordings, the engine yields a full benchmark of 1,530 validated tasks, spanning 18 real-world categories, ranging from short everyday operations to workflows exceeding 50 steps, and covering 1,280 unique commands.",1,Supported by title/abstract evidence.
20,TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks,tfidf_keyphrases,terminal; terminalworld; engine; real-world; authentic; benchmarking; scalable; agents,"TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks. | We introduce TerminalWorld, a scalable data engine that automatically reverse-engineers high-fidelity evaluation tasks from ""in-the-wild"" terminal recordings. | Processing 80,870 terminal recordings, the engine yields a full benchmark of 1,530 validated tasks, spanning 18 real-world categories, ranging from short everyday operations to workflows exceeding 50 steps, and covering 1,280 unique commands.",1,Supported by title/abstract evidence.
20,TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks,application_domains,software,"TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks. | We introduce TerminalWorld, a scalable data engine that automatically reverse-engineers high-fidelity evaluation tasks from ""in-the-wild"" terminal recordings. | Processing 80,870 terminal recordings, the engine yields a full benchmark of 1,530 validated tasks, spanning 18 real-world categories, ranging from short everyday operations to workflows exceeding 50 steps, and covering 1,280 unique commands.",1,Supported by title/abstract evidence.
21,A Subjective Logic-based method for runtime confidence updates in safety arguments,methods,Bayesian methods,"A Subjective Logic-based method for runtime confidence updates in safety arguments. | We present a method for dynamic quantitative assurance that enhances static safety cases with continuous, runtime-driven confidence updates. | The method quantifies and propagates confidence across the development lifecycle by integrating design-time evidence and windowed runtime Safety Performance Indicators (SPIs) within a single Subjective Logic (SL)-based assurance case.",0,False positive: Subjective Logic is not Bayesian methods.
21,A Subjective Logic-based method for runtime confidence updates in safety arguments,tfidf_keyphrases,confidence; safety; spi; violations; runtime; assurance; updates.; evidence,"A Subjective Logic-based method for runtime confidence updates in safety arguments. | We present a method for dynamic quantitative assurance that enhances static safety cases with continuous, runtime-driven confidence updates. | The method quantifies and propagates confidence across the development lifecycle by integrating design-time evidence and windowed runtime Safety Performance Indicators (SPIs) within a single Subjective Logic (SL)-based assurance case.",1,Supported by title/abstract evidence.
21,A Subjective Logic-based method for runtime confidence updates in safety arguments,sustainability_points,safety/robustness,"A Subjective Logic-based method for runtime confidence updates in safety arguments. | We present a method for dynamic quantitative assurance that enhances static safety cases with continuous, runtime-driven confidence updates. | The method quantifies and propagates confidence across the development lifecycle by integrating design-time evidence and windowed runtime Safety Performance Indicators (SPIs) within a single Subjective Logic (SL)-based assurance case.",1,Supported by title/abstract evidence.
21,A Subjective Logic-based method for runtime confidence updates in safety arguments,system_names,ML-; SPI,"A Subjective Logic-based method for runtime confidence updates in safety arguments. | We present a method for dynamic quantitative assurance that enhances static safety cases with continuous, runtime-driven confidence updates. | The method quantifies and propagates confidence across the development lifecycle by integrating design-time evidence and windowed runtime Safety Performance Indicators (SPIs) within a single Subjective Logic (SL)-based assurance case.",0,"Partly invalid: SPI is valid, but ML- is truncated."
22,Meta-Learning for Rapid Adaptation in Reference Tracking of Uncertain Nonlinear Systems,tfidf_keyphrases,target; meta-learning; the; control; nonlinear; phase; data; algorithms,"Meta-Learning for Rapid Adaptation in Reference Tracking of Uncertain Nonlinear Systems. | In this paper, we address the problem of reference tracking for uncertain nonlinear systems. | Since collecting data from the target system (i.e., the system of interest) is often challenging, our objective is to design optimal controllers using limited target system data.",1,Supported by title/abstract evidence.
22,Meta-Learning for Rapid Adaptation in Reference Tracking of Uncertain Nonlinear Systems,sustainability_points,computing efficiency,"Meta-Learning for Rapid Adaptation in Reference Tracking of Uncertain Nonlinear Systems. | In this paper, we address the problem of reference tracking for uncertain nonlinear systems. | Since collecting data from the target system (i.e., the system of interest) is often challenging, our objective is to design optimal controllers using limited target system data.",0,False positive: rapid adaptation with limited data is not computing efficiency.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,research_tasks,reasoning; retrieval,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,1,Supported by title/abstract evidence.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,methods,large language models; self-improvement,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,1,Supported by title/abstract evidence.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,tfidf_keyphrases,search-augmented; search-e1; machinery; self-distillation; self-evolution; recipe; the; grpo,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,1,Supported by title/abstract evidence.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,application_domains,software,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,0,False positive: search-augmented reasoning is not a software application domain.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,sustainability_points,computing efficiency,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,1,Supported by title/abstract evidence.
23,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning,system_names,GRPO; OFSD,Search-E1: Self-Distillation Drives Self-Evolution in Search-Augmented Reasoning. | Post-training has become the dominant recipe for turning a language model into a competent search-augmented reasoning agent. | A line of recent work pushes its performance further by adding elaborate machinery on top of this standard pipeline.,1,Supported by title/abstract evidence.
24,Towards Direct Evaluation of Harness Optimizers via Priority Ranking,research_tasks,retrieval,"Towards Direct Evaluation of Harness Optimizers via Priority Ranking. | Harness optimization enables automated agent creation by having an optimizer agent iteratively update the harness of target agents. | Despite its success, current studies evaluate optimizers solely by observing target agents' performance gains.",0,False positive: priority ranking is not information retrieval.
24,Towards Direct Evaluation of Harness Optimizers via Priority Ranking,tfidf_keyphrases,optimizers; harness; priority; optimization; ranking; optimizer; ranking.; agent,"Towards Direct Evaluation of Harness Optimizers via Priority Ranking. | Harness optimization enables automated agent creation by having an optimizer agent iteratively update the harness of target agents. | Despite its success, current studies evaluate optimizers solely by observing target agents' performance gains.",1,Supported by title/abstract evidence.
24,Towards Direct Evaluation of Harness Optimizers via Priority Ranking,sustainability_points,computing efficiency; human/social impact,"Towards Direct Evaluation of Harness Optimizers via Priority Ranking. | Harness optimization enables automated agent creation by having an optimizer agent iteratively update the harness of target agents. | Despite its success, current studies evaluate optimizers solely by observing target agents' performance gains.",0,"Partly invalid: low-cost supports efficiency, but human/social impact lacks direct evidence."
25,LACO: Adaptive Latent Communication for Collaborative Driving,research_tasks,autonomous agents; reasoning; planning,LACO: Adaptive Latent Communication for Collaborative Driving. | Collaborative driving aims to improve safety and efficiency by enabling connected vehicles to coordinate under partial observability. | Recent approaches have evolved from sharing visual features for perception to exchanging language-based reasoning through foundation models for behavioral coordination.,1,Supported by title/abstract evidence.
25,LACO: Adaptive Latent Communication for Collaborative Driving,tfidf_keyphrases,collaborative; laco; latent; driving; communication; caused; information; introduces,LACO: Adaptive Latent Communication for Collaborative Driving. | Collaborative driving aims to improve safety and efficiency by enabling connected vehicles to coordinate under partial observability. | Recent approaches have evolved from sharing visual features for perception to exchanging language-based reasoning through foundation models for behavioral coordination.,1,Supported by title/abstract evidence.
25,LACO: Adaptive Latent Communication for Collaborative Driving,sustainability_points,computing efficiency; safety/robustness,LACO: Adaptive Latent Communication for Collaborative Driving. | Collaborative driving aims to improve safety and efficiency by enabling connected vehicles to coordinate under partial observability. | Recent approaches have evolved from sharing visual features for perception to exchanging language-based reasoning through foundation models for behavioral coordination.,1,Supported by title/abstract evidence.
25,LACO: Adaptive Latent Communication for Collaborative Driving,system_names,CARLA; CHSA; ILD; LACO; SSKD,LACO: Adaptive Latent Communication for Collaborative Driving. | Collaborative driving aims to improve safety and efficiency by enabling connected vehicles to coordinate under partial observability. | Recent approaches have evolved from sharing visual features for perception to exchanging language-based reasoning through foundation models for behavioral coordination.,1,Supported by title/abstract evidence.
26,Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost,methods,large language models,"Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost. | Agent orchestration frameworks have proliferated, collectively exceeding 290,000 GitHub stars across LangGraph, CrewAI, Google ADK, OpenAI Agents SDK, Semantic Kernel, Strands, and LlamaIndex. | All follow the same pattern: an external orchestrator above the LLM, injecting instructions and routing decisions every turn.",1,Supported by title/abstract evidence.
26,Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost,tfidf_keyphrases,nodes; compiling; shown; procedure; weights; has; the; every,"Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost. | Agent orchestration frameworks have proliferated, collectively exceeding 290,000 GitHub stars across LangGraph, CrewAI, Google ADK, OpenAI Agents SDK, Semantic Kernel, Strands, and LlamaIndex. | All follow the same pattern: an external orchestrator above the LLM, injecting instructions and routing decisions every turn.",0,False positive: TF-IDF contains generic terms such as has/the/every.
26,Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost,application_domains,software,"Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost. | Agent orchestration frameworks have proliferated, collectively exceeding 290,000 GitHub stars across LangGraph, CrewAI, Google ADK, OpenAI Agents SDK, Semantic Kernel, Strands, and LlamaIndex. | All follow the same pattern: an external orchestrator above the LLM, injecting instructions and routing decisions every turn.",1,Supported by title/abstract evidence.
26,Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost,sustainability_points,computing efficiency,"Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost. | Agent orchestration frameworks have proliferated, collectively exceeding 290,000 GitHub stars across LangGraph, CrewAI, Google ADK, OpenAI Agents SDK, Semantic Kernel, Strands, and LlamaIndex. | All follow the same pattern: an external orchestrator above the LLM, injecting instructions and routing decisions every turn.",1,Supported by title/abstract evidence.
26,Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost,system_names,ADK; LLM; SDK,"Compiling Agentic Workflows into LLM Weights: Near-Frontier Quality at Two Orders of Magnitude Less Cost. | Agent orchestration frameworks have proliferated, collectively exceeding 290,000 GitHub stars across LangGraph, CrewAI, Google ADK, OpenAI Agents SDK, Semantic Kernel, Strands, and LlamaIndex. | All follow the same pattern: an external orchestrator above the LLM, injecting instructions and routing decisions every turn.",1,Supported by title/abstract evidence.
27,KAPPS: A knowledge-based CPPS Architecture for the Circular Factory,research_tasks,reasoning; planning; knowledge graphs,"KAPPS: A knowledge-based CPPS Architecture for the Circular Factory. | While linear manufacturing relies on homogeneous materials and predefined process sequences, circular manufacturing reintroduces used products with heterogeneous and uncertain conditions. | This shift demands manufacturing systems capable of handling variable product states, dynamically reconfigurable processes, and the integration of human and machine knowledge.",0,"Partly invalid: knowledge architecture is supported, but reasoning/planning is not explicit."
27,KAPPS: A knowledge-based CPPS Architecture for the Circular Factory,tfidf_keyphrases,manufacturing; kapps; requirements; circular; and; architecture; knowledge; constraint,"KAPPS: A knowledge-based CPPS Architecture for the Circular Factory. | While linear manufacturing relies on homogeneous materials and predefined process sequences, circular manufacturing reintroduces used products with heterogeneous and uncertain conditions. | This shift demands manufacturing systems capable of handling variable product states, dynamically reconfigurable processes, and the integration of human and machine knowledge.",1,Supported by title/abstract evidence.
27,KAPPS: A knowledge-based CPPS Architecture for the Circular Factory,sustainability_points,human/social impact,"KAPPS: A knowledge-based CPPS Architecture for the Circular Factory. | While linear manufacturing relies on homogeneous materials and predefined process sequences, circular manufacturing reintroduces used products with heterogeneous and uncertain conditions. | This shift demands manufacturing systems capable of handling variable product states, dynamically reconfigurable processes, and the integration of human and machine knowledge.",1,Supported by title/abstract evidence.
27,KAPPS: A knowledge-based CPPS Architecture for the Circular Factory,system_names,CPPS; KAPPS,"KAPPS: A knowledge-based CPPS Architecture for the Circular Factory. | While linear manufacturing relies on homogeneous materials and predefined process sequences, circular manufacturing reintroduces used products with heterogeneous and uncertain conditions. | This shift demands manufacturing systems capable of handling variable product states, dynamically reconfigurable processes, and the integration of human and machine knowledge.",1,Supported by title/abstract evidence.
